"","county","weekstartdate","anycases","totalcases","est"
"522","codington",2005-11-13,0,0,0.00317056382293159
"523","deuel",2005-11-13,0,0,0.000518258139519595
"524","deuel",2005-11-20,0,0,0.000299172745798198
"525","miner",2005-01-02,0,0,8.67503795110138e-07
"526","marshall",2005-06-05,1,1,0.00544935569270333
"527","moody",2005-08-07,0,0,0.0634858055291174
"528","deuel",2005-12-04,0,0,7.82498230783727e-05
"529","deuel",2005-12-11,0,0,3.66993993559949e-05
"530","deuel",2005-12-18,0,0,3.39889247223453e-05
"531","mccook",2005-04-17,0,0,3.9984737631794e-07
"532","mccook",2005-01-23,0,0,1.85330959219565e-08
"533","mccook",2005-05-01,0,0,1.55468825447178e-05
"534","moody",2005-03-20,0,0,1.2837603939479e-10
"535","moody",2005-04-17,0,0,3.27568420022666e-08
"536","moody",2005-10-16,0,0,0.000444117014038431
"537","codington",2005-11-20,0,0,0.00177157341376939
"538","mccook",2005-11-27,0,0,0.000564707633864393
"539","deuel",2005-05-15,0,0,5.51806886816967e-05
"540","deuel",2005-05-22,0,0,0.000241661907815841
"541","deuel",2005-05-29,0,0,0.000810633903415042
"542","day",2005-12-04,0,0,0.000224135446252288
"543","moody",2005-02-06,0,0,1.06498240242442e-10
"544","deuel",2005-12-25,0,0,7.41357134446125e-05
"545","mccook",2005-04-24,0,0,2.62170117407292e-06
"546","codington",2005-10-23,0,0,0.00408898407300302
"547","codington",2005-10-30,0,0,0.00347382687776267
"548","mccook",2005-08-28,0,0,0.148205079743063
"549","hamlin",2005-11-06,0,0,0.00185950473716192
"550","moody",2005-04-24,0,0,2.29151252592967e-07
"551","hamlin",2005-11-20,0,0,0.00101223749369801
"552","hamlin",2005-11-27,0,0,0.000796324786972089
"553","hamlin",2005-12-04,0,0,0.000225640796825514
"554","moody",2005-05-22,0,0,0.000121983985844165
"555","deuel",2005-10-02,0,0,0.00486040747231796
"556","deuel",2005-10-09,0,0,0.00159420400439444
"557","hamlin",2005-09-11,0,0,0.106041877086178
"558","moody",2005-09-11,0,0,0.0129030919168155
"559","hamlin",2005-10-16,0,0,0.00389351017142311
"560","hamlin",2005-10-23,0,0,0.00247367359749493
"561","codington",2005-11-06,0,0,0.00314461180802291
"562","codington",2005-07-17,0,0,0.365294276598638
"563","codington",2005-07-24,0,0,0.424096023789352
"564","codington",2005-07-31,0,0,0.428203804143432
"565","codington",2005-08-07,0,0,0.454291957744868
"566","codington",2005-08-14,1,1,0.424180123363389
"567","clark",2005-10-30,0,0,0.00143336136442661
"568","clark",2005-11-06,0,0,0.0012821851838606
"569","clark",2005-11-13,0,0,0.00119164783122259
"570","clark",2005-11-20,0,0,0.000687048440486612
"571","hamlin",2005-10-09,0,0,0.00640287909219305
"572","clark",2005-12-04,0,0,0.000164861151835751
"573","clark",2005-12-11,0,0,5.8430008668944e-05
"574","hamlin",2005-10-30,0,0,0.00206527715631081
"575","miner",2005-02-20,0,0,1.40572485900205e-10
"576","miner",2005-02-27,0,0,1.44198359535686e-10
"577","miner",2005-03-06,0,0,1.12530758138301e-10
"578","mccook",2005-02-20,0,0,4.72942266871578e-10
"579","mccook",2005-02-27,0,0,5.54642077131899e-10
"580","mccook",2005-03-06,0,0,4.79982853734926e-10
"581","mccook",2005-03-13,0,0,4.73898752833982e-10
"582","miner",2005-04-10,0,0,2.04154931575629e-08
"583","miner",2005-04-17,0,0,1.07742132728232e-07
"584","clark",2005-11-27,0,0,0.000532510262720763
"585","miner",2005-05-01,0,0,4.57412200197284e-06
"586","miner",2005-05-08,0,0,1.62884481893246e-05
"587","clark",2005-12-18,0,0,4.40082937567717e-05
"588","miner",2005-05-22,0,0,0.00026898814454617
"589","mccook",2005-05-08,0,0,5.1996271419492e-05
"590","hamlin",2005-11-13,0,0,0.00179593545343992
"591","mccook",2005-05-22,0,0,0.000788492885390039
"592","mccook",2005-05-29,0,0,0.00210773853995203
"593","union",2005-10-30,0,0,0.00166853260090628
"594","hamlin",2005-12-11,0,0,8.71142766796131e-05
"595","moody",2005-05-29,0,0,0.000367324021453269
"596","moody",2005-06-05,0,0,0.00126585723611024
"597","miner",2005-04-24,0,0,7.28012780319791e-07
"598","deuel",2005-10-23,0,0,0.000618907225075068
"599","deuel",2005-10-30,0,0,0.000533128802449015
"600","miner",2005-05-15,0,0,7.68421697353632e-05
"601","mccook",2005-08-21,0,0,0.2117321298139
"602","lincoln",2005-11-06,0,0,0.00381426510140029
"603","deuel",2005-11-06,0,0,0.000500351044626676
"604","moody",2005-07-17,1,1,0.0503774499908311
"605","moody",2005-07-24,0,0,0.0644290655250544
"606","deuel",2005-11-27,0,0,0.00023862531365033
"607","mccook",2005-09-04,0,0,0.109724722382639
"608","mccook",2005-09-11,0,0,0.0960528154968094
"609","mccook",2005-09-18,0,0,0.0576579513000976
"610","mccook",2005-09-25,0,0,0.0337576341902503
"611","mccook",2005-10-02,0,0,0.0180849333017058
"612","mccook",2005-10-09,0,0,0.00667902146712781
"613","mccook",2005-10-16,0,0,0.00369399335752575
"614","mccook",2005-10-23,0,0,0.00210658232793952
"615","mccook",2005-10-30,0,0,0.00147300849649147
"616","mccook",2005-11-06,0,0,0.00128487027770039
"617","mccook",2005-11-13,0,0,0.00109945044838327
"618","mccook",2005-11-20,0,0,0.000645405691464319
"619","moody",2005-01-02,0,0,1.71421536832326e-07
"620","moody",2005-01-09,0,0,5.01076800719205e-08
"621","moody",2005-01-16,0,0,7.74654212311267e-09
"622","moody",2005-01-23,0,0,8.80901301915816e-10
"623","moody",2005-01-30,0,0,1.75030594665168e-10
"624","hamlin",2005-09-04,0,0,0.133419849508314
"625","minnehaha",2005-06-05,0,0,0.0434097866641705
"626","minnehaha",2005-06-12,0,0,0.10586260866991
"627","minnehaha",2005-06-19,0,0,0.196502527018931
"628","minnehaha",2005-06-26,0,0,0.306290219702178
"629","minnehaha",2005-07-03,0,0,0.447399009969289
"630","mccook",2005-05-15,0,0,0.000234957974971559
"631","minnehaha",2005-07-17,0,0,0.615078591060699
"632","moody",2005-03-27,0,0,5.94950970845119e-10
"633","union",2005-01-02,0,0,9.11023216261604e-07
"634","union",2005-01-09,0,0,3.94768139325568e-07
"635","hamlin",2005-12-18,0,0,6.8703518926489e-05
"636","hamlin",2005-12-25,0,0,0.00012754653416314
"637","deuel",2005-10-16,0,0,0.000956898131570055
"638","moody",2005-06-19,0,0,0.00740708806640367
"639","moody",2005-06-26,0,0,0.0136808695261463
"640","moody",2005-07-03,0,0,0.0251558301945578
"641","lincoln",2005-10-30,0,0,0.00431900317047768
"642","mccook",2005-08-14,0,0,0.253325534631332
"643","deuel",2005-01-16,0,0,1.14263649111779e-08
"644","deuel",2005-01-23,0,0,9.29048242028096e-10
"645","deuel",2005-01-30,0,0,1.72843073967314e-10
"646","deuel",2005-02-06,0,0,7.42366848840039e-11
"647","lincoln",2005-12-04,0,0,0.000569529529258211
"648","lincoln",2005-12-11,0,0,0.000194947033026349
"649","moody",2005-08-14,0,0,0.0536341600757154
"650","moody",2005-08-21,0,0,0.0400620725302307
"651","moody",2005-08-28,0,0,0.0238349299230979
"652","moody",2005-09-04,0,0,0.0160334705663706
"653","roberts",2005-10-16,0,0,0.00224495435024956
"654","moody",2005-09-18,0,0,0.00705367474748212
"655","moody",2005-09-25,0,0,0.00382704558808707
"656","moody",2005-10-02,0,0,0.00197186784610149
"657","moody",2005-10-09,0,0,0.000749651860634203
"658","union",2005-06-26,0,0,0.0862681371022314
"659","union",2005-07-03,0,0,0.150261476255104
"660","moody",2005-10-23,0,0,0.000285329845295692
"661","moody",2005-10-30,0,0,0.000237736566435059
"662","moody",2005-11-06,0,0,0.000222616593988165
"663","moody",2005-11-13,0,0,0.000213253717683012
"664","moody",2005-11-20,0,0,0.000134360518449107
"665","moody",2005-11-27,0,0,0.000132785266582944
"666","moody",2005-12-04,0,0,4.43865496199193e-05
"667","moody",2005-12-11,0,0,1.7711535819587e-05
"668","moody",2005-12-18,0,0,1.78977441969979e-05
"669","moody",2005-12-25,0,0,2.93227156352402e-05
"670","minnehaha",2005-07-10,1,1,0.547455727927357
"671","union",2005-10-09,0,0,0.00837288645136542
"672","union",2005-10-16,0,0,0.00454022853919102
"673","union",2005-10-23,0,0,0.00257252972106722
"674","marshall",2005-02-27,0,0,2.49455389914953e-11
"675","union",2005-01-16,0,0,9.59619424060277e-08
"676","union",2005-01-23,0,0,2.20071810367075e-08
"677","moody",2005-06-12,0,0,0.00346608282954966
"678","lincoln",2005-10-09,0,0,0.0191353672474705
"679","lincoln",2005-10-16,0,0,0.0106080259939398
"680","lincoln",2005-10-23,0,0,0.00623505321246341
"681","union",2005-02-27,0,0,3.23155043735061e-09
"682","union",2005-03-06,0,0,2.26854324651925e-09
"683","union",2005-03-13,0,0,1.97271654053296e-09
"684","lincoln",2005-11-13,0,0,0.00314251692775103
"685","lincoln",2005-11-20,0,0,0.00187083053437086
"686","lincoln",2005-11-27,0,0,0.00186830260138076
"687","marshall",2005-05-29,0,0,0.00149774901603214
"688","brookings",2005-01-09,0,0,7.39581433537965e-07
"689","brookings",2005-01-16,0,0,1.04243364249028e-07
"690","brookings",2005-01-23,0,0,1.02938753702831e-08
"691","brookings",2005-01-30,0,0,1.90973666623114e-09
"692","brookings",2005-02-06,0,0,9.78555658275754e-10
"693","brookings",2005-02-13,0,0,4.22438134673906e-10
"694","marshall",2005-07-03,0,0,0.100818815763288
"695","marshall",2005-07-10,0,0,0.138025316782617
"696","clark",2005-12-25,0,0,6.16283495407355e-05
"697","grant",2005-10-02,0,0,0.0112247162982675
"698","grant",2005-10-09,0,0,0.00366288232794685
"699","miner",2005-03-13,0,0,1.33461643314813e-10
"700","miner",2005-03-20,0,0,4.98987565244517e-10
"701","miner",2005-03-27,0,0,2.11927934777618e-09
"702","miner",2005-04-03,0,0,5.3048351693925e-09
"703","codington",2005-01-02,0,0,3.64229679663027e-06
"704","codington",2005-01-09,0,0,9.280182382459e-07
"705","codington",2005-01-16,0,0,9.30131416644742e-08
"706","codington",2005-01-23,0,0,7.44543362130059e-09
"707","codington",2005-01-30,0,0,1.29625457742593e-09
"708","codington",2005-02-06,0,0,5.43881903534261e-10
"709","codington",2005-02-13,0,0,2.19935532359108e-10
"710","codington",2005-02-20,0,0,1.00978944942078e-10
"711","codington",2005-02-27,0,0,1.04883445732647e-10
"712","codington",2005-03-06,0,0,8.31941524565977e-11
"713","codington",2005-03-13,0,0,1.40297166876335e-10
"714","mccook",2005-06-05,0,0,0.00670751856095045
"715","marshall",2005-03-06,0,0,1.91779245622293e-11
"716","marshall",2005-03-13,0,0,3.47378896118825e-11
"717","lincoln",2005-10-02,0,0,0.0458808979510448
"718","union",2005-02-06,0,0,6.82931538293522e-09
"719","union",2005-02-13,0,0,3.57145599831756e-09
"720","union",2005-02-20,0,0,2.26357333855623e-09
"721","mccook",2005-07-31,0,0,0.250026082060876
"722","mccook",2005-08-07,0,0,0.265474321007771
"723","codington",2005-07-10,0,0,0.316796109458284
"724","codington",2005-07-03,0,0,0.234529879614306
"725","codington",2005-06-26,1,1,0.143136373260256
"726","hamlin",2005-04-03,0,0,5.21553124718091e-09
"727","hamlin",2005-04-10,0,0,2.38159829892031e-08
"728","hamlin",2005-04-17,0,0,1.42508846474724e-07
"729","hamlin",2005-04-24,0,0,1.08051294725111e-06
"730","hamlin",2005-05-01,0,0,7.9717500710604e-06
"731","codington",2005-08-28,0,0,0.27145018368212
"732","codington",2005-09-04,0,0,0.202161912083887
"733","codington",2005-09-11,0,0,0.162173543861113
"734","codington",2005-09-18,0,0,0.0939868553679238
"735","codington",2005-09-25,0,0,0.053424692078223
"736","hamlin",2005-07-03,0,0,0.156319176689765
"737","hamlin",2005-07-10,1,1,0.22167724067264
"738","hamlin",2005-07-17,0,0,0.262824022406724
"739","hamlin",2005-07-24,0,0,0.315677928918748
"740","hamlin",2005-07-31,0,0,0.317752458448945
"741","hamlin",2005-08-07,1,1,0.336912633533413
"742","hamlin",2005-08-14,1,1,0.309942032948409
"743","hamlin",2005-08-21,0,0,0.26540362561677
"744","hamlin",2005-08-28,0,0,0.18182520747507
"745","minnehaha",2005-05-29,0,0,0.0137567335046964
"746","lincoln",2005-05-15,0,0,0.000954672846995964
"747","lincoln",2005-05-22,0,0,0.00324154251899055
"748","hamlin",2005-09-18,0,0,0.0602502256254006
"749","hamlin",2005-09-25,0,0,0.0332151771972364
"750","lincoln",2005-07-03,0,0,0.311503143387831
"751","lincoln",2005-07-10,1,1,0.397443744358545
"752","lincoln",2005-07-17,0,0,0.471314329854341
"753","lincoln",2005-07-24,0,0,0.547854508658194
"754","lincoln",2005-07-31,1,1,0.552133551591383
"755","lincoln",2005-08-07,1,1,0.545356691386586
"756","lincoln",2005-08-14,1,1,0.506227953108585
"757","union",2005-01-30,0,0,8.90198728150507e-09
"758","lincoln",2005-08-28,0,0,0.315058671273926
"759","lincoln",2005-09-04,0,0,0.239776298867714
"760","lincoln",2005-09-11,1,1,0.215322598209371
"761","lincoln",2005-09-18,0,0,0.13652447759869
"762","lincoln",2005-09-25,0,0,0.08650315236113
"763","roberts",2005-07-03,0,0,0.11013448090221
"764","roberts",2005-07-10,0,0,0.150543104360989
"765","union",2005-03-20,0,0,8.72759197256641e-09
"766","moody",2005-07-10,0,0,0.0382005653637683
"767","union",2005-03-27,0,0,3.74130966609841e-08
"768","union",2005-04-03,0,0,8.51998869993287e-08
"769","moody",2005-07-31,0,0,0.0637920073542433
"770","lincoln",2005-12-18,0,0,0.000192822273595199
"771","lincoln",2005-12-25,0,0,0.00027973643115487
"772","roberts",2005-10-02,0,0,0.0113676663943616
"773","roberts",2005-10-09,0,0,0.00374920960021093
"774","union",2005-05-15,0,0,0.000447547494611366
"775","roberts",2005-10-23,0,0,0.00152162201557594
"776","roberts",2005-10-30,0,0,0.00133880056115639
"777","roberts",2005-11-06,0,0,0.00142111005522418
"778","roberts",2005-11-13,0,0,0.00145637732925491
"779","roberts",2005-11-20,0,0,0.000876901633122199
"780","roberts",2005-11-27,0,0,0.000581025204544063
"781","roberts",2005-12-04,0,0,0.000207843000830196
"782","roberts",2005-12-11,0,0,0.00010085602999423
"783","roberts",2005-12-18,0,0,8.45404666652059e-05
"784","roberts",2005-12-25,0,0,0.000159170584474925
"785","union",2005-07-24,1,1,0.32945895061902
"786","union",2005-07-31,0,0,0.331534138807519
"787","marshall",2005-01-02,0,0,1.40891682614675e-06
"788","marshall",2005-01-09,0,0,3.07925784976823e-07
"789","marshall",2005-01-16,0,0,3.79046716216725e-08
"790","marshall",2005-01-23,0,0,2.83553395605401e-09
"791","marshall",2005-01-30,0,0,4.29419869681618e-10
"792","marshall",2005-02-06,0,0,1.53551996877204e-10
"793","marshall",2005-02-13,0,0,6.05038705586418e-11
"794","marshall",2005-02-20,0,0,2.59799669562466e-11
"795","clark",2005-07-17,0,0,0.174873650532381
"796","clark",2005-07-24,0,0,0.214723097496652
"797","lincoln",2005-08-21,1,1,0.424987003487807
"798","union",2005-11-06,0,0,0.00146088990560271
"799","union",2005-11-13,0,0,0.00124426793938006
"800","union",2005-11-20,0,0,0.000739572086573146
"801","union",2005-11-27,0,0,0.000781253269417023
"802","union",2005-12-04,0,0,0.000231654394211028
"803","union",2005-12-11,0,0,7.84668264756778e-05
"804","union",2005-12-18,0,0,7.96225617390945e-05
"805","union",2005-12-25,0,0,0.000131994683257151
"806","clark",2005-10-02,0,0,0.0128966958772548
"807","clark",2005-10-09,0,0,0.00432817584349373
"808","clark",2005-10-16,0,0,0.00265647610584198
"809","clark",2005-10-23,0,0,0.00174314995585946
"810","grant",2005-07-10,1,1,0.139868680093331
"811","grant",2005-07-17,0,0,0.172502146284623
"812","grant",2005-07-24,0,0,0.210906777659225
"813","grant",2005-07-31,0,0,0.212662848169152
"814","grant",2005-08-07,1,1,0.225437435940816
"815","grant",2005-08-14,0,0,0.198657380780824
"816","grant",2005-08-21,0,0,0.164832025271686
"817","marshall",2005-07-17,0,0,0.167491043471463
"818","marshall",2005-07-24,0,0,0.213386654159762
"819","marshall",2005-07-31,0,0,0.227373273556495
"820","mccook",2005-02-13,0,0,1.01701979829893e-09
"821","marshall",2005-08-14,0,0,0.218983112727207
"822","marshall",2005-08-21,0,0,0.182891955612954
"823","marshall",2005-08-28,0,0,0.120003307014563
"824","marshall",2005-09-04,1,1,0.079071923603158
"825","marshall",2005-09-11,0,0,0.061686718419662
"826","marshall",2005-09-18,0,0,0.0342970233582022
"827","marshall",2005-09-25,0,0,0.0181918619073724
"828","marshall",2005-10-02,0,0,0.0120665217000502
"829","marshall",2005-10-09,0,0,0.0039669038732931
"830","brookings",2005-06-26,0,0,0.146987538959777
"831","marshall",2005-10-16,0,0,0.00243688017712463
"832","marshall",2005-10-23,0,0,0.00161796626867662
"833","marshall",2005-10-30,0,0,0.00135963617251288
"834","marshall",2005-11-06,0,0,0.00131839473995331
"835","codington",2005-03-20,0,0,5.06105791948161e-10
"836","mccook",2005-06-12,0,0,0.0174268498325091
"837","clark",2005-07-31,1,1,0.218699858661757
"838","mccook",2005-06-26,0,0,0.0648227395404371
"839","mccook",2005-07-03,0,0,0.113518152041467
"840","mccook",2005-07-10,0,0,0.161643446497174
"841","mccook",2005-07-17,1,1,0.196659484208865
"842","mccook",2005-07-24,0,0,0.242834199558262
"843","deuel",2005-01-02,0,0,4.33015155375027e-07
"844","deuel",2005-01-09,0,0,1.03581708905856e-07
"845","brookings",2005-10-09,0,0,0.0105027488406763
"846","brookings",2005-10-16,0,0,0.00616464152327416
"847","brookings",2005-10-23,0,0,0.00392675098548972
"848","brookings",2005-10-30,0,0,0.00319153865100902
"849","brookings",2005-11-06,0,0,0.00289560159733595
"850","deuel",2005-02-13,0,0,2.98522392714712e-11
"851","deuel",2005-02-20,0,0,1.41584027741013e-11
"852","deuel",2005-02-27,0,0,1.84875006503986e-11
"853","deuel",2005-03-06,0,0,1.67391102794386e-11
"854","deuel",2005-03-13,0,0,2.69497840660209e-11
"855","deuel",2005-03-20,0,0,1.03641616341952e-10
"856","deuel",2005-03-27,0,0,4.75626806415818e-10
"857","deuel",2005-04-03,0,0,1.34374450641523e-09
"858","deuel",2005-04-10,0,0,6.15770228682693e-09
"859","deuel",2005-04-17,0,0,3.8583982397906e-08
"860","deuel",2005-04-24,0,0,2.96811856053037e-07
"861","deuel",2005-05-01,0,0,2.24395580517166e-06
"862","deuel",2005-05-08,0,0,9.74905112049458e-06
"863","day",2005-11-13,0,0,0.00157626104495537
"864","day",2005-11-20,0,0,0.000926722188797831
"865","day",2005-11-27,0,0,0.00066210423834896
"866","lincoln",2005-05-08,0,0,0.000219951496361699
"867","roberts",2005-01-16,0,0,3.10544483130201e-08
"868","roberts",2005-01-23,0,0,1.90003016052173e-09
"869","roberts",2005-01-30,0,0,3.13520788188473e-10
"870","lincoln",2005-05-29,0,0,0.00836569651152771
"871","lincoln",2005-06-05,0,0,0.0256162464597046
"872","lincoln",2005-06-12,0,0,0.0618711407046201
"873","lincoln",2005-06-19,0,0,0.118313680815107
"874","lincoln",2005-06-26,1,1,0.197925692572924
"875","minnehaha",2005-07-24,1,1,0.677874762673492
"876","minnehaha",2005-07-31,0,0,0.683923765584885
"877","minnehaha",2005-08-07,1,1,0.688279694574457
"878","minnehaha",2005-08-14,0,0,0.655727715954013
"879","minnehaha",2005-08-21,0,0,0.58636772382833
"880","minnehaha",2005-08-28,0,0,0.462303654543479
"881","minnehaha",2005-09-04,1,1,0.368524353670648
"882","minnehaha",2005-09-11,0,0,0.323470758040898
"883","minnehaha",2005-09-18,1,1,0.210128931733155
"884","minnehaha",2005-09-25,0,0,0.128533835431412
"885","minnehaha",2005-10-02,0,0,0.0698538971560214
"886","roberts",2005-07-17,0,0,0.183617725839293
"887","roberts",2005-07-24,1,1,0.223614692390573
"888","roberts",2005-07-31,0,0,0.229345299388364
"889","roberts",2005-08-07,0,0,0.241987829973688
"890","roberts",2005-08-14,0,0,0.210435486891791
"891","union",2005-04-17,0,0,1.29540950746346e-06
"892","union",2005-04-24,0,0,7.462909582453e-06
"893","union",2005-05-01,0,0,3.82029037615175e-05
"894","union",2005-05-08,0,0,0.000111781505752833
"895","roberts",2005-09-18,0,0,0.030637987927173
"896","union",2005-05-22,0,0,0.00143313032315929
"897","union",2005-05-29,0,0,0.00342880538351666
"898","union",2005-06-05,0,0,0.0103029899169241
"899","union",2005-06-12,0,0,0.0252225990172757
"900","union",2005-06-19,0,0,0.0489339054571085
